Year,yield(t/ha),State,County
2000,2.41248,MISSOURI,GRUNDY
1999,1.6464,MISSOURI,GRUNDY
1998,2.43264,MISSOURI,GRUNDY
1997,2.688,MISSOURI,GRUNDY
1996,2.352,MISSOURI,GRUNDY
1995,1.53888,MISSOURI,GRUNDY
1994,2.68128,MISSOURI,GRUNDY
1993,1.67328,MISSOURI,GRUNDY
1992,2.43264,MISSOURI,GRUNDY
1991,2.15712,MISSOURI,GRUNDY
1990,2.0496,MISSOURI,GRUNDY
1989,1.92864,MISSOURI,GRUNDY
1988,1.49184,MISSOURI,GRUNDY
1987,2.47968,MISSOURI,GRUNDY
1986,2.09664,MISSOURI,GRUNDY
1985,2.0832,MISSOURI,GRUNDY
1984,0.91392,MISSOURI,GRUNDY
1983,1.27008,MISSOURI,GRUNDY
1982,1.97568,MISSOURI,GRUNDY
1981,2.23776,MISSOURI,GRUNDY
1980,2.016,MISSOURI,GRUNDY
2021,2.06976,MISSOURI,LINN
2020,3.25248,MISSOURI,LINN
2019,2.90976,MISSOURI,LINN
2017,2.92992,MISSOURI,LINN
2016,3.11136,MISSOURI,LINN
2014,2.9232,MISSOURI,LINN
2013,1.74048,MISSOURI,LINN
2012,1.8816,MISSOURI,LINN
2011,2.66784,MISSOURI,LINN
2010,2.61408,MISSOURI,LINN
2009,3.0576,MISSOURI,LINN
2008,2.0832,MISSOURI,LINN
2007,2.8224,MISSOURI,LINN
2006,2.7552,MISSOURI,LINN
2005,2.07648,MISSOURI,LINN
2004,2.80896,MISSOURI,LINN
2003,1.19616,MISSOURI,LINN
2002,2.49312,MISSOURI,LINN
2001,2.33184,MISSOURI,LINN
2000,2.57376,MISSOURI,LINN
1999,1.53216,MISSOURI,LINN
1998,2.29824,MISSOURI,LINN
1997,2.32512,MISSOURI,LINN
1996,2.32512,MISSOURI,LINN
1995,1.68,MISSOURI,LINN
1994,2.58048,MISSOURI,LINN
1993,1.93536,MISSOURI,LINN
1992,2.34528,MISSOURI,LINN
1991,1.9824,MISSOURI,LINN
1990,1.96224,MISSOURI,LINN
1989,1.86816,MISSOURI,LINN
1988,1.90848,MISSOURI,LINN
1987,2.23776,MISSOURI,LINN
1986,2.05632,MISSOURI,LINN
1985,2.33856,MISSOURI,LINN
1984,0.95424,MISSOURI,LINN
1983,1.51872,MISSOURI,LINN
1982,1.97568,MISSOURI,LINN
1981,2.17056,MISSOURI,LINN
1980,1.82784,MISSOURI,LINN
2020,3.54144,MISSOURI,LIVINGSTON
2019,2.56704,MISSOURI,LIVINGSTON
2018,2.9232,MISSOURI,LIVINGSTON
2017,3.06432,MISSOURI,LIVINGSTON
2016,3.192,MISSOURI,LIVINGSTON
2015,2.16384,MISSOURI,LIVINGSTON
2014,3.07104,MISSOURI,LIVINGSTON
2013,2.0496,MISSOURI,LIVINGSTON
2012,1.78752,MISSOURI,LIVINGSTON
2011,2.86944,MISSOURI,LIVINGSTON
2010,2.688,MISSOURI,LIVINGSTON
2009,2.8224,MISSOURI,LIVINGSTON
2008,2.1168,MISSOURI,LIVINGSTON
2007,2.8896,MISSOURI,LIVINGSTON
2006,2.688,MISSOURI,LIVINGSTON
2005,2.20416,MISSOURI,LIVINGSTON
2004,2.8896,MISSOURI,LIVINGSTON
2003,1.24992,MISSOURI,LIVINGSTON
2002,2.39904,MISSOURI,LIVINGSTON
2001,2.1168,MISSOURI,LIVINGSTON
2000,2.43264,MISSOURI,LIVINGSTON
1999,1.77408,MISSOURI,LIVINGSTON
1998,2.34528,MISSOURI,LIVINGSTON
1997,2.37888,MISSOURI,LIVINGSTON
1996,2.40576,MISSOURI,LIVINGSTON
1995,1.74048,MISSOURI,LIVINGSTON
1994,2.66784,MISSOURI,LIVINGSTON
1993,2.02944,MISSOURI,LIVINGSTON
1992,2.35872,MISSOURI,LIVINGSTON
1991,1.86816,MISSOURI,LIVINGSTON
1990,2.00928,MISSOURI,LIVINGSTON
1989,1.83456,MISSOURI,LIVINGSTON
1988,1.92864,MISSOURI,LIVINGSTON
1987,2.44608,MISSOURI,LIVINGSTON
1986,2.12352,MISSOURI,LIVINGSTON
1985,2.184,MISSOURI,LIVINGSTON
1984,0.92064,MISSOURI,LIVINGSTON
1983,1.35072,MISSOURI,LIVINGSTON
1982,1.89504,MISSOURI,LIVINGSTON
1981,2.10336,MISSOURI,LIVINGSTON
1980,1.82784,MISSOURI,LIVINGSTON
2020,3.34656,MISSOURI,MACON
2013,1.70688,MISSOURI,MACON
2012,1.84128,MISSOURI,MACON
2010,2.4864,MISSOURI,MACON
2009,3.0576,MISSOURI,MACON
2008,2.0832,MISSOURI,MACON
2007,2.7552,MISSOURI,MACON
2006,2.9568,MISSOURI,MACON
2005,2.4864,MISSOURI,MACON
2004,3.31296,MISSOURI,MACON
2003,1.82784,MISSOURI,MACON
2002,2.52672,MISSOURI,MACON
2001,2.49312,MISSOURI,MACON
2000,2.688,MISSOURI,MACON
1999,1.50528,MISSOURI,MACON
1998,2.2512,MISSOURI,MACON
1997,2.2512,MISSOURI,MACON
1996,2.34528,MISSOURI,MACON
1995,1.8144,MISSOURI,MACON
1994,2.29824,MISSOURI,MACON
1993,2.17056,MISSOURI,MACON
1992,2.2176,MISSOURI,MACON
1991,2.13024,MISSOURI,MACON
1990,1.93536,MISSOURI,MACON
1989,1.94208,MISSOURI,MACON
1988,1.53888,MISSOURI,MACON
1987,2.27808,MISSOURI,MACON
1986,1.96224,MISSOURI,MACON
1985,2.35872,MISSOURI,MACON
1984,0.91392,MISSOURI,MACON
1983,1.47168,MISSOURI,MACON
1982,1.96224,MISSOURI,MACON
1981,1.73376,MISSOURI,MACON
1980,1.76736,MISSOURI,MACON
2020,3.15168,MISSOURI,MERCER
2012,1.8144,MISSOURI,MERCER
2010,2.86272,MISSOURI,MERCER
2009,2.7552,MISSOURI,MERCER
2008,1.6128,MISSOURI,MERCER
2007,2.7552,MISSOURI,MERCER
2006,2.8224,MISSOURI,MERCER
2005,2.62752,MISSOURI,MERCER
2004,2.9232,MISSOURI,MERCER
2003,1.72704,MISSOURI,MERCER
2002,2.29152,MISSOURI,MERCER
2001,2.0832,MISSOURI,MERCER
2000,2.3856,MISSOURI,MERCER
1999,2.06976,MISSOURI,MERCER
1998,2.5872,MISSOURI,MERCER
1997,2.62752,MISSOURI,MERCER
1996,2.25792,MISSOURI,MERCER
1995,1.5456,MISSOURI,MERCER
1994,2.86944,MISSOURI,MERCER
1993,1.45152,MISSOURI,MERCER
1992,2.30496,MISSOURI,MERCER
1991,2.17056,MISSOURI,MERCER
1990,1.83456,MISSOURI,MERCER
1989,1.74048,MISSOURI,MERCER
1988,1.55904,MISSOURI,MERCER
1987,2.19744,MISSOURI,MERCER
1986,2.37216,MISSOURI,MERCER
1985,2.34528,MISSOURI,MERCER
1984,0.92064,MISSOURI,MERCER
1983,1.2432,MISSOURI,MERCER
1982,1.75392,MISSOURI,MERCER
1981,2.33184,MISSOURI,MERCER
1980,2.19744,MISSOURI,MERCER
2021,2.68128,MISSOURI,PUTNAM
2020,3.0912,MISSOURI,PUTNAM
2015,2.53344,MISSOURI,PUTNAM
2014,3.11136,MISSOURI,PUTNAM
2013,2.02272,MISSOURI,PUTNAM
2012,1.7136,MISSOURI,PUTNAM
2011,2.87616,MISSOURI,PUTNAM
2010,2.73504,MISSOURI,PUTNAM
2009,2.4192,MISSOURI,PUTNAM
2008,1.848,MISSOURI,PUTNAM
2007,2.7552,MISSOURI,PUTNAM
2006,2.688,MISSOURI,PUTNAM
2005,2.94336,MISSOURI,PUTNAM
2004,2.91648,MISSOURI,PUTNAM
2003,2.06976,MISSOURI,PUTNAM
2002,2.60736,MISSOURI,PUTNAM
2001,2.29152,MISSOURI,PUTNAM
2000,2.6544,MISSOURI,PUTNAM
1999,2.1168,MISSOURI,PUTNAM
1998,2.40576,MISSOURI,PUTNAM
1997,2.57376,MISSOURI,PUTNAM
1996,2.23104,MISSOURI,PUTNAM
1995,1.68,MISSOURI,PUTNAM
1994,2.77536,MISSOURI,PUTNAM
1993,1.47168,MISSOURI,PUTNAM
1992,2.43936,MISSOURI,PUTNAM
1991,1.87488,MISSOURI,PUTNAM
1990,1.7136,MISSOURI,PUTNAM
1989,1.70016,MISSOURI,PUTNAM
1988,1.82784,MISSOURI,PUTNAM
1987,2.30496,MISSOURI,PUTNAM
1986,2.184,MISSOURI,PUTNAM
1985,2.06304,MISSOURI,PUTNAM
1984,1.02816,MISSOURI,PUTNAM
1983,1.35744,MISSOURI,PUTNAM
1982,1.6128,MISSOURI,PUTNAM
1981,1.74048,MISSOURI,PUTNAM
1980,2.00256,MISSOURI,PUTNAM
2021,2.84256,MISSOURI,RANDOLPH
2020,2.97024,MISSOURI,RANDOLPH
2019,2.92992,MISSOURI,RANDOLPH
2018,3.15168,MISSOURI,RANDOLPH
2017,2.8224,MISSOURI,RANDOLPH
2016,3.64896,MISSOURI,RANDOLPH
2013,1.78752,MISSOURI,RANDOLPH
2012,1.53888,MISSOURI,RANDOLPH
2011,1.79424,MISSOURI,RANDOLPH
2010,2.58048,MISSOURI,RANDOLPH
2009,3.1248,MISSOURI,RANDOLPH
2008,2.2176,MISSOURI,RANDOLPH
2007,2.6208,MISSOURI,RANDOLPH
2006,2.6208,MISSOURI,RANDOLPH
2005,2.016,MISSOURI,RANDOLPH
2004,3.07104,MISSOURI,RANDOLPH
2003,1.82112,MISSOURI,RANDOLPH
2002,2.63424,MISSOURI,RANDOLPH
2001,2.4864,MISSOURI,RANDOLPH
2000,2.6544,MISSOURI,RANDOLPH
1999,1.56576,MISSOURI,RANDOLPH
1998,2.5536,MISSOURI,RANDOLPH
1997,1.9824,MISSOURI,RANDOLPH
1996,2.13024,MISSOURI,RANDOLPH
1995,1.9152,MISSOURI,RANDOLPH
1994,1.93536,MISSOURI,RANDOLPH
1993,2.39232,MISSOURI,RANDOLPH
1992,2.22432,MISSOURI,RANDOLPH
1991,2.2848,MISSOURI,RANDOLPH
1990,1.92864,MISSOURI,RANDOLPH
1989,2.07648,MISSOURI,RANDOLPH
1988,1.52544,MISSOURI,RANDOLPH
1987,2.17728,MISSOURI,RANDOLPH
1986,1.9824,MISSOURI,RANDOLPH
1985,2.25792,MISSOURI,RANDOLPH
1984,1.18944,MISSOURI,RANDOLPH
1983,1.47168,MISSOURI,RANDOLPH
1982,1.92192,MISSOURI,RANDOLPH
1981,1.65312,MISSOURI,RANDOLPH
1980,1.6128,MISSOURI,RANDOLPH
2021,3.24576,MISSOURI,SCHUYLER
2020,2.62752,MISSOURI,SCHUYLER
2018,2.56032,MISSOURI,SCHUYLER
2013,2.00256,MISSOURI,SCHUYLER
2012,1.94208,MISSOURI,SCHUYLER
2011,2.57376,MISSOURI,SCHUYLER
2010,2.64768,MISSOURI,SCHUYLER
2009,2.3184,MISSOURI,SCHUYLER
2008,1.8144,MISSOURI,SCHUYLER
2007,2.6208,MISSOURI,SCHUYLER
2006,2.6208,MISSOURI,SCHUYLER
2005,2.47296,MISSOURI,SCHUYLER
2004,3.2256,MISSOURI,SCHUYLER
2003,2.20416,MISSOURI,SCHUYLER
2002,2.3856,MISSOURI,SCHUYLER
2001,2.16384,MISSOURI,SCHUYLER
2000,2.58048,MISSOURI,SCHUYLER
1999,1.94208,MISSOURI,SCHUYLER
1998,2.36544,MISSOURI,SCHUYLER
1997,2.54688,MISSOURI,SCHUYLER
1996,2.0832,MISSOURI,SCHUYLER
1995,1.82112,MISSOURI,SCHUYLER
1994,2.53344,MISSOURI,SCHUYLER
1993,1.80768,MISSOURI,SCHUYLER
1992,2.30496,MISSOURI,SCHUYLER
1991,1.9488,MISSOURI,SCHUYLER
1990,1.65984,MISSOURI,SCHUYLER
1989,1.52544,MISSOURI,SCHUYLER
1988,1.59264,MISSOURI,SCHUYLER
1987,2.3184,MISSOURI,SCHUYLER
1986,2.04288,MISSOURI,SCHUYLER
1985,2.3184,MISSOURI,SCHUYLER
1984,1.37088,MISSOURI,SCHUYLER
1983,1.59936,MISSOURI,SCHUYLER
1982,1.68672,MISSOURI,SCHUYLER
1981,1.344,MISSOURI,SCHUYLER
1980,1.83456,MISSOURI,SCHUYLER
2021,2.54016,MISSOURI,SULLIVAN
2020,2.76864,MISSOURI,SULLIVAN
2016,2.97696,MISSOURI,SULLIVAN
2015,2.05632,MISSOURI,SULLIVAN
2014,2.59392,MISSOURI,SULLIVAN
2013,1.6128,MISSOURI,SULLIVAN
2012,1.39776,MISSOURI,SULLIVAN
2011,2.47296,MISSOURI,SULLIVAN
2010,2.56704,MISSOURI,SULLIVAN
2009,2.4528,MISSOURI,SULLIVAN
2008,1.7808,MISSOURI,SULLIVAN
2007,2.7552,MISSOURI,SULLIVAN
2006,2.688,MISSOURI,SULLIVAN
2005,2.63424,MISSOURI,SULLIVAN
2004,2.9904,MISSOURI,SULLIVAN
2003,1.50528,MISSOURI,SULLIVAN
2002,2.30496,MISSOURI,SULLIVAN
2001,2.03616,MISSOURI,SULLIVAN
2000,2.5872,MISSOURI,SULLIVAN
1999,1.77408,MISSOURI,SULLIVAN
1998,2.15712,MISSOURI,SULLIVAN
1997,2.56704,MISSOURI,SULLIVAN
1996,1.9824,MISSOURI,SULLIVAN
1995,1.6128,MISSOURI,SULLIVAN
1994,2.70144,MISSOURI,SULLIVAN
1993,1.68672,MISSOURI,SULLIVAN
1992,2.2512,MISSOURI,SULLIVAN
1991,1.97568,MISSOURI,SULLIVAN
1990,1.68,MISSOURI,SULLIVAN
1989,1.76736,MISSOURI,SULLIVAN
1988,1.49856,MISSOURI,SULLIVAN
1987,2.23104,MISSOURI,SULLIVAN
1986,2.0496,MISSOURI,SULLIVAN
1985,2.15712,MISSOURI,SULLIVAN
1984,0.7728,MISSOURI,SULLIVAN
1983,1.2432,MISSOURI,SULLIVAN
1982,1.73376,MISSOURI,SULLIVAN
1981,1.92864,MISSOURI,SULLIVAN
1980,1.94208,MISSOURI,SULLIVAN
2019,2.83584,MISSOURI,OTHER (COMBINED) COUNTIES
2018,2.80224,MISSOURI,OTHER (COMBINED) COUNTIES
2017,3.11136,MISSOURI,OTHER (COMBINED) COUNTIES
2016,3.47424,MISSOURI,OTHER (COMBINED) COUNTIES
2015,2.72832,MISSOURI,OTHER (COMBINED) COUNTIES
2014,3.024,MISSOURI,OTHER (COMBINED) COUNTIES
2013,1.80096,MISSOURI,OTHER (COMBINED) COUNTIES
2011,2.4864,MISSOURI,OTHER (COMBINED) COUNTIES
2020,3.67584,MISSOURI,AUDRAIN
2019,3.51456,MISSOURI,AUDRAIN
2018,3.2928,MISSOURI,AUDRAIN
2017,3.65568,MISSOURI,AUDRAIN
2016,3.528,MISSOURI,AUDRAIN
2015,1.87488,MISSOURI,AUDRAIN
2014,3.36672,MISSOURI,AUDRAIN
2013,1.9488,MISSOURI,AUDRAIN
2012,1.47168,MISSOURI,AUDRAIN
2011,1.86816,MISSOURI,AUDRAIN
2010,3.03744,MISSOURI,AUDRAIN
2009,2.7216,MISSOURI,AUDRAIN
2008,2.4192,MISSOURI,AUDRAIN
2007,2.1504,MISSOURI,AUDRAIN
2006,2.688,MISSOURI,AUDRAIN
2005,1.92864,MISSOURI,AUDRAIN
2004,3.16512,MISSOURI,AUDRAIN
2003,2.00928,MISSOURI,AUDRAIN
2002,2.54016,MISSOURI,AUDRAIN
2001,2.94336,MISSOURI,AUDRAIN
2000,2.76864,MISSOURI,AUDRAIN
1999,1.43136,MISSOURI,AUDRAIN
1998,2.56032,MISSOURI,AUDRAIN
1997,2.3856,MISSOURI,AUDRAIN
1996,2.688,MISSOURI,AUDRAIN
1995,2.33856,MISSOURI,AUDRAIN
1994,1.8816,MISSOURI,AUDRAIN
1993,2.63424,MISSOURI,AUDRAIN
1992,2.53344,MISSOURI,AUDRAIN
1991,2.14368,MISSOURI,AUDRAIN
1990,2.016,MISSOURI,AUDRAIN
1989,2.06304,MISSOURI,AUDRAIN
1988,1.8816,MISSOURI,AUDRAIN
1987,2.14368,MISSOURI,AUDRAIN
1986,2.184,MISSOURI,AUDRAIN
1985,2.46624,MISSOURI,AUDRAIN
1984,1.18944,MISSOURI,AUDRAIN
1983,1.03488,MISSOURI,AUDRAIN
1982,2.30496,MISSOURI,AUDRAIN
1981,1.96896,MISSOURI,AUDRAIN
1980,1.39776,MISSOURI,AUDRAIN
2020,3.4608,MISSOURI,CLARK
2013,2.13024,MISSOURI,CLARK
2012,2.29824,MISSOURI,CLARK
2011,2.15712,MISSOURI,CLARK
2010,2.63424,MISSOURI,CLARK
2009,2.688,MISSOURI,CLARK
2008,2.4528,MISSOURI,CLARK
2007,2.688,MISSOURI,CLARK
2006,2.688,MISSOURI,CLARK
2005,2.72832,MISSOURI,CLARK
2004,3.2256,MISSOURI,CLARK
2003,2.34528,MISSOURI,CLARK
2002,2.56704,MISSOURI,CLARK
2001,2.25792,MISSOURI,CLARK
2000,2.76864,MISSOURI,CLARK
1999,1.79424,MISSOURI,CLARK
1998,2.34528,MISSOURI,CLARK
1997,2.80896,MISSOURI,CLARK
1996,2.51328,MISSOURI,CLARK
1995,2.27136,MISSOURI,CLARK
1994,2.6544,MISSOURI,CLARK
1993,2.49312,MISSOURI,CLARK
1992,2.62752,MISSOURI,CLARK
1991,1.8816,MISSOURI,CLARK
1990,1.73376,MISSOURI,CLARK
1989,1.62624,MISSOURI,CLARK
1988,1.39104,MISSOURI,CLARK
1987,1.86816,MISSOURI,CLARK
1986,2.1168,MISSOURI,CLARK
1985,2.17056,MISSOURI,CLARK
1984,1.79424,MISSOURI,CLARK
1983,1.24992,MISSOURI,CLARK
1982,2.19072,MISSOURI,CLARK
1981,1.78752,MISSOURI,CLARK
1980,2.19072,MISSOURI,CLARK
2021,2.6208,MISSOURI,KNOX
2020,3.15168,MISSOURI,KNOX
2018,2.62752,MISSOURI,KNOX
2017,3.17856,MISSOURI,KNOX
2016,3.50112,MISSOURI,KNOX
2014,3.13152,MISSOURI,KNOX
2013,1.59936,MISSOURI,KNOX
2012,1.82112,MISSOURI,KNOX
2010,2.76864,MISSOURI,KNOX
2009,2.6544,MISSOURI,KNOX
2008,2.1504,MISSOURI,KNOX
2007,2.688,MISSOURI,KNOX
2006,2.8896,MISSOURI,KNOX
2005,2.73504,MISSOURI,KNOX
2004,3.11808,MISSOURI,KNOX
2003,2.2848,MISSOURI,KNOX
2002,2.4192,MISSOURI,KNOX
2001,2.97024,MISSOURI,KNOX
2000,2.7552,MISSOURI,KNOX
1999,1.4448,MISSOURI,KNOX
1998,2.14368,MISSOURI,KNOX
1997,2.51328,MISSOURI,KNOX
1996,2.45952,MISSOURI,KNOX
1995,1.90176,MISSOURI,KNOX
1994,2.66784,MISSOURI,KNOX
1993,2.42592,MISSOURI,KNOX
1992,2.47968,MISSOURI,KNOX
1991,1.8144,MISSOURI,KNOX
1990,1.76064,MISSOURI,KNOX
1989,1.80096,MISSOURI,KNOX
1988,1.14912,MISSOURI,KNOX
1987,2.09664,MISSOURI,KNOX
1986,2.17056,MISSOURI,KNOX
1985,2.5872,MISSOURI,KNOX
1984,1.33728,MISSOURI,KNOX
1983,1.15584,MISSOURI,KNOX
1982,1.99584,MISSOURI,KNOX
1981,1.82112,MISSOURI,KNOX
1980,2.1168,MISSOURI,KNOX
2020,3.31968,MISSOURI,LEWIS
2018,2.94336,MISSOURI,LEWIS
2017,3.36672,MISSOURI,LEWIS
2016,3.64224,MISSOURI,LEWIS
2015,2.7216,MISSOURI,LEWIS
2013,1.72032,MISSOURI,LEWIS
2012,1.80768,MISSOURI,LEWIS
2011,1.70688,MISSOURI,LEWIS
2010,2.76192,MISSOURI,LEWIS
2009,2.6544,MISSOURI,LEWIS
2008,2.2848,MISSOURI,LEWIS
2007,2.4864,MISSOURI,LEWIS
2006,2.688,MISSOURI,LEWIS
2005,2.53344,MISSOURI,LEWIS
2004,3.3264,MISSOURI,LEWIS
2003,2.41248,MISSOURI,LEWIS
2002,2.67456,MISSOURI,LEWIS
2001,2.60736,MISSOURI,LEWIS
2000,2.74848,MISSOURI,LEWIS
1999,1.62624,MISSOURI,LEWIS
1998,2.33184,MISSOURI,LEWIS
1997,2.59392,MISSOURI,LEWIS
1996,2.53344,MISSOURI,LEWIS
1995,2.1168,MISSOURI,LEWIS
1994,2.8224,MISSOURI,LEWIS
1993,2.61408,MISSOURI,LEWIS
1992,2.69472,MISSOURI,LEWIS
1991,1.8816,MISSOURI,LEWIS
1990,1.77408,MISSOURI,LEWIS
1989,1.82784,MISSOURI,LEWIS
1988,1.37088,MISSOURI,LEWIS
1987,2.20416,MISSOURI,LEWIS
1986,2.00256,MISSOURI,LEWIS
1985,2.36544,MISSOURI,LEWIS
1984,1.45152,MISSOURI,LEWIS
1983,1.008,MISSOURI,LEWIS
1982,2.08992,MISSOURI,LEWIS
1981,1.60608,MISSOURI,LEWIS
1980,2.14368,MISSOURI,LEWIS
2021,3.41376,MISSOURI,MARION
2020,3.43392,MISSOURI,MARION
2019,3.20544,MISSOURI,MARION
2017,3.41376,MISSOURI,MARION
2016,4.00512,MISSOURI,MARION
2014,2.9904,MISSOURI,MARION
2012,2.1168,MISSOURI,MARION
2011,2.08992,MISSOURI,MARION
2010,2.94336,MISSOURI,MARION
2009,3.0576,MISSOURI,MARION
2008,2.52,MISSOURI,MARION
2007,2.8896,MISSOURI,MARION
2006,3.024,MISSOURI,MARION
2005,2.3856,MISSOURI,MARION
2004,3.33984,MISSOURI,MARION
2003,2.36544,MISSOURI,MARION
2002,2.59392,MISSOURI,MARION
2001,2.3856,MISSOURI,MARION
2000,2.72832,MISSOURI,MARION
1999,1.8144,MISSOURI,MARION
1998,2.44608,MISSOURI,MARION
1997,2.66112,MISSOURI,MARION
1996,2.5536,MISSOURI,MARION
1995,2.2848,MISSOURI,MARION
1994,2.62752,MISSOURI,MARION
1993,2.60064,MISSOURI,MARION
1992,2.74176,MISSOURI,MARION
1991,2.32512,MISSOURI,MARION
1990,2.06304,MISSOURI,MARION
1989,2.00928,MISSOURI,MARION
1988,1.35072,MISSOURI,MARION
1987,2.20416,MISSOURI,MARION
1986,2.06976,MISSOURI,MARION
1985,2.4528,MISSOURI,MARION
1984,1.33056,MISSOURI,MARION
1983,1.21632,MISSOURI,MARION
1982,2.25792,MISSOURI,MARION
1981,2.08992,MISSOURI,MARION
1980,1.86816,MISSOURI,MARION
2021,3.19872,MISSOURI,MONROE
2020,3.41376,MISSOURI,MONROE
2018,3.26592,MISSOURI,MONROE
2017,3.13824,MISSOURI,MONROE
2016,3.64896,MISSOURI,MONROE
2014,3.35328,MISSOURI,MONROE
2013,1.93536,MISSOURI,MONROE
2012,1.63296,MISSOURI,MONROE
2011,1.9488,MISSOURI,MONROE
2010,2.9232,MISSOURI,MONROE
2009,3.024,MISSOURI,MONROE
2008,2.1168,MISSOURI,MONROE
2007,2.6208,MISSOURI,MONROE
2006,2.5536,MISSOURI,MONROE
2005,1.8144,MISSOURI,MONROE
2004,3.37344,MISSOURI,MONROE
2003,1.74048,MISSOURI,MONROE
2002,2.688,MISSOURI,MONROE
2001,2.66112,MISSOURI,MONROE
2000,2.83584,MISSOURI,MONROE
1999,1.11552,MISSOURI,MONROE
1998,2.47968,MISSOURI,MONROE
1997,2.30496,MISSOURI,MONROE
1996,2.40576,MISSOURI,MONROE
1995,2.13696,MISSOURI,MONROE
1994,1.79424,MISSOURI,MONROE
1993,2.62752,MISSOURI,MONROE
1992,2.16384,MISSOURI,MONROE
1991,2.33184,MISSOURI,MONROE
1990,1.9488,MISSOURI,MONROE
1989,2.02272,MISSOURI,MONROE
1988,1.4784,MISSOURI,MONROE
1987,1.90848,MISSOURI,MONROE
1986,1.848,MISSOURI,MONROE
1985,2.4528,MISSOURI,MONROE
1984,1.03488,MISSOURI,MONROE
1983,1.008,MISSOURI,MONROE
1982,2.12352,MISSOURI,MONROE
1981,1.86144,MISSOURI,MONROE
1980,1.65312,MISSOURI,MONROE
2020,3.55488,MISSOURI,PIKE
2018,3.24576,MISSOURI,PIKE
2017,3.44064,MISSOURI,PIKE
2016,3.45408,MISSOURI,PIKE
2014,2.90304,MISSOURI,PIKE
2013,2.57376,MISSOURI,PIKE
2012,1.6464,MISSOURI,PIKE
2011,2.00256,MISSOURI,PIKE
2010,3.19872,MISSOURI,PIKE
2009,2.6544,MISSOURI,PIKE
2008,2.7552,MISSOURI,PIKE
2007,1.8144,MISSOURI,PIKE
2006,2.4192,MISSOURI,PIKE
2005,1.98912,MISSOURI,PIKE
2004,2.9904,MISSOURI,PIKE
2003,2.14368,MISSOURI,PIKE
2002,2.83584,MISSOURI,PIKE
2001,2.97696,MISSOURI,PIKE
2000,2.93664,MISSOURI,PIKE
1999,1.512,MISSOURI,PIKE
1998,2.59392,MISSOURI,PIKE
1997,2.56032,MISSOURI,PIKE
1996,2.37888,MISSOURI,PIKE
1995,2.2848,MISSOURI,PIKE
1994,2.23104,MISSOURI,PIKE
1993,2.64768,MISSOURI,PIKE
1992,2.51328,MISSOURI,PIKE
1991,2.16384,MISSOURI,PIKE
1990,2.13024,MISSOURI,PIKE
1989,2.09664,MISSOURI,PIKE
1988,1.7472,MISSOURI,PIKE
1987,2.13024,MISSOURI,PIKE
1986,2.00928,MISSOURI,PIKE
1985,2.43264,MISSOURI,PIKE
1984,1.09536,MISSOURI,PIKE
1983,1.04832,MISSOURI,PIKE
1982,2.27136,MISSOURI,PIKE
1981,2.02944,MISSOURI,PIKE
1980,2.19744,MISSOURI,PIKE
2021,3.46752,MISSOURI,RALLS
2020,3.77664,MISSOURI,RALLS
2019,3.192,MISSOURI,RALLS
2017,3.27264,MISSOURI,RALLS
2016,3.34656,MISSOURI,RALLS
2015,2.23104,MISSOURI,RALLS
2014,3.13152,MISSOURI,RALLS
2013,2.29152,MISSOURI,RALLS
2012,1.41792,MISSOURI,RALLS
2011,2.12352,MISSOURI,RALLS
2010,2.95008,MISSOURI,RALLS
2009,2.9232,MISSOURI,RALLS
2008,2.3856,MISSOURI,RALLS
2007,2.4864,MISSOURI,RALLS
2006,2.688,MISSOURI,RALLS
2005,1.78752,MISSOURI,RALLS
2004,3.33984,MISSOURI,RALLS
2003,2.07648,MISSOURI,RALLS
2002,2.43264,MISSOURI,RALLS
2001,2.97024,MISSOURI,RALLS
2000,2.8896,MISSOURI,RALLS
1999,1.47168,MISSOURI,RALLS
1998,2.52672,MISSOURI,RALLS
1997,2.50656,MISSOURI,RALLS
1996,2.35872,MISSOURI,RALLS
1995,2.29824,MISSOURI,RALLS
1994,2.0496,MISSOURI,RALLS
1993,2.60736,MISSOURI,RALLS
1992,2.57376,MISSOURI,RALLS
1991,2.47296,MISSOURI,RALLS
1990,1.92864,MISSOURI,RALLS
1989,1.96224,MISSOURI,RALLS
1988,1.69344,MISSOURI,RALLS
1987,2.10336,MISSOURI,RALLS
1986,1.93536,MISSOURI,RALLS
1985,2.3856,MISSOURI,RALLS
1984,1.11552,MISSOURI,RALLS
1983,1.21632,MISSOURI,RALLS
1982,2.26464,MISSOURI,RALLS
1981,2.184,MISSOURI,RALLS
1980,1.79424,MISSOURI,RALLS
2020,2.78208,MISSOURI,SCOTLAND
2014,3.10464,MISSOURI,SCOTLAND
2012,2.17056,MISSOURI,SCOTLAND
2010,2.78208,MISSOURI,SCOTLAND
2009,2.52,MISSOURI,SCOTLAND
2008,2.1168,MISSOURI,SCOTLAND
2007,2.8896,MISSOURI,SCOTLAND
2006,2.8896,MISSOURI,SCOTLAND
2005,2.67456,MISSOURI,SCOTLAND
2004,3.23904,MISSOURI,SCOTLAND
2003,2.31168,MISSOURI,SCOTLAND
2002,2.81568,MISSOURI,SCOTLAND
2001,2.688,MISSOURI,SCOTLAND
2000,2.84256,MISSOURI,SCOTLAND
1999,1.85472,MISSOURI,SCOTLAND
